Zähler;Zeit [s];Messwert
3202;325.8397;5.4633
3203;325.9037;4.598
3204;325.9677;5.2031
3205;326.0317;6.251
3206;326.0956;2.1664
3207;326.1597;8.8144
3208;326.2236;7.3676
3209;326.2876;4.3809
3210;326.3516;2.9314
3211;326.4156;2.5985
3212;326.4796;1.759
3213;326.5275;1.4464
3214;326.5916;0.8909
3215;326.6556;1.0269
3216;326.7196;0.78
3217;326.7835;0.9577
3218;326.8478;2.8351
3219;326.9126;3.4534
3220;326.9755;4.1503
3221;327.04;4.5424
3222;327.1042;5.5349
3223;327.1687;3.7715
3224;327.2328;3.409
3225;327.296;1.9331
3226;327.3597;0.9349
3227;327.4234;0.8053
3228;327.4873;0.8157
3229;327.5527;0.3218
3230;327.6154;0.3085
3231;327.6806;0.3173
3232;327.7441;0.3546
3233;327.8072;3.1804
3234;327.8719;2.2674
3235;327.9358;0.4021
3236;327.9997;6.645
3237;328.0633;7.0946
3238;328.1284;4.3577
3239;328.1912;3.3844
3240;328.2561;2.8327
3241;328.3192;2.5921
3242;328.3844;2.085
3243;328.4475;2.1049
3244;328.5111;0.4685
3245;328.575;0.4816
3246;328.6403;1.0188
3247;328.703;0.453
3248;328.7677;0.4049
3249;328.8149;0.3411
3250;328.8791;0.2672
3251;328.9433;0.174
3252;329.0076;0.4014
3253;329.0715;4.8563
3254;329.1508;6.9483
3255;329.2148;4.7157
3256;329.2792;3.9711
3257;329.344;3.9856
3258;329.4068;1.4641
3259;329.4721;1.1474
3260;329.5348;0.3159
3261;329.6;0.2395
3262;329.664;0.2244
3263;329.728;0.2527
3264;329.7906;2.6556
3265;329.8553;0.8939
3266;329.9187;2.5555
3267;329.9826;6.2384
3268;330.0478;1.9334
3269;330.1106;3.9475
3270;330.1747;5.6855
3271;330.239;5.3934
3272;330.3026;4.7608
3273;330.3679;4.2699
3274;330.4306;4.502
3275;330.4945;4.8859
3276;330.5584;3.1146
3277;330.6233;4.4134
3278;330.6868;4.02
3279;330.7505;4.4535
3280;330.8143;7.9366
3281;330.8637;7.5315
3282;330.9277;12.5769
3283;330.9906;15.1714
3284;331.0557;14.1828
3285;331.1183;9.0752
3286;331.1823;4.8614
3287;331.2476;3.8475
3288;331.3116;3.7566
3289;331.3743;3.4492
3290;331.4392;3.4547
3291;331.5035;3.8123
3292;331.5662;3.1017
3293;331.6302;1.5
3294;331.6948;2.4911
3295;331.7582;2.9768
3296;331.8222;2.5802
3297;331.8864;3.3564
3298;331.95;4.1673
3299;332.0147;3.0177
3300;332.0794;1.7668
3301;332.1423;3.5094
3302;332.2072;5.7756
3303;332.2701;6.6268
3304;332.3341;7.1731
3305;332.3982;4.3351
3306;332.4633;6.1734
3307;332.5262;8.3913
3308;332.5905;4.6551
3309;332.654;6.0086
3310;332.7179;4.5825
3311;332.782;2.8029
3312;332.8459;2.2378
3313;332.9099;2.3099
3314;332.9739;3.1805
3315;333.0385;4.2309
3316;333.1018;4.0687
3317;333.1667;5.1402
3318;333.2299;5.1784
3319;333.2951;3.5971
3320;333.3578;6.1722
3321;333.4219;7.329
3322;333.4857;4.565
3323;333.5511;3.2522
3324;333.6139;1.499
3325;333.679;0.4625
3326;333.743;0.4307
3327;333.8063;0.3716
3328;333.8695;0.3345
3329;333.9348;0.2628
3330;333.9976;0.2815
3331;334.063;0.3678
3332;334.1267;0.414
3333;334.1897;0.6532
3334;334.2546;3.8221
3335;334.3177;2.0114
3336;334.3817;2.594
3337;334.4468;1.8738
3338;334.5099;1.5869
3339;334.5734;0.6685
3340;334.6385;0.544
3341;334.7027;2.171
3342;334.7654;3.7155
3343;334.8294;3.4465
3344;334.8945;3.5927
3345;334.9573;3.3783
3346;335.0219;1.7999
3347;335.0853;1.9547
3348;335.1506;3.7382
3349;335.2133;2.4227
3350;335.2776;2.0492
3351;335.3426;5.0127
3352;335.4053;3.5375
3353;335.4695;1.8859
3354;335.5332;1.3697
3355;335.598;1.4871
3356;335.6613;3.2785
3357;335.7259;2.8792
3358;335.7894;1.4998
3359;335.8531;3.1359
3360;335.9172;2.9384
3361;336.0003;3.3668
3362;336.1012;3.9457
3363;336.2011;10.9562
3364;336.3;11.8882
3365;336.4007;13.3811
3366;336.5003;10.212
3367;336.6;9.3915
3368;336.7002;6.6537
3369;336.8005;5.6698
3370;336.9015;7.2512
3371;337.0011;10.4442
3372;337.1003;8.443
3373;337.2011;13.7905
3374;337.3019;19.7208
3375;337.4017;14.7406
3376;337.5011;18.6752
3377;337.6001;13.9028
3378;337.7003;6.3697
3379;337.8011;6.5457
3380;337.8999;4.9647
3381;338.0007;8.2539
3382;338.1005;10.1613
3383;338.2009;16.7679
3384;338.3013;15.2333
3385;338.4016;10.9548
3386;338.4999;12.8064
3387;338.6014;12.2914
3388;338.7009;9.8462
3389;338.8015;6.8367
3390;338.9016;7.6142
3391;339.0011;7.1042
3392;339.1018;8.0059
3393;339.2005;9.8852
3394;339.3017;15.0513
3395;339.4008;12.6181
3396;339.5005;12.567
3397;339.6014;8.8203
3398;339.7012;7.3585
3399;339.8;4.6915
3400;339.9018;7.7259
3401;340.0008;7.4399
3402;340.1017;9.1554
3403;340.2006;5.7577
3404;340.3008;2.1156
3405;340.4001;0.1855
3406;340.5013;2.0157
3407;340.6004;10.0048
3408;340.7016;8.4113
3409;340.8019;5.6084
3410;340.9005;4.5679
3411;341.0009;4.0578
3412;341.1015;5.5897
3413;341.201;10.1743
3414;341.3012;10.6442
3415;341.401;6.7329
3416;341.5011;5.4419
3417;341.6004;4.6842
3418;341.7;0.3328
3419;341.8007;0.2867
3420;341.9013;0.3206
3421;342.0007;0.3041
3422;342.1006;0.8636
3423;342.2007;5.7824
3424;342.3003;6.3157
3425;342.4008;8.3313
3426;342.5008;8.5921
3427;342.6012;5.1732
3428;342.7006;3.5172
3429;342.8003;2.1638
3430;342.9018;0.9203
3431;343.0005;0.582
3432;343.1004;0.4397
3433;343.2007;2.6866
3434;343.3003;6.0185
3435;343.4014;7.2646
3436;343.5006;6.9127
3437;343.6009;9.5496
3438;343.7004;9.6757
3439;343.8001;4.5729
3440;343.901;1.9582
3441;344.0001;0.8283
3442;344.1004;2.5577
3443;344.2008;5.787
3444;344.3008;7.5586
3445;344.4016;6.6394
3446;344.501;6.1247
3447;344.6013;6.5487
3448;344.7004;5.5829
3449;344.8006;4.1595
3450;344.9015;2.9867
3451;345.0004;6.1475
3452;345.1004;10.921
3453;345.2012;12.4594
3454;345.3006;10.9889
3455;345.4001;9.3455
3456;345.5;6.3994
3457;345.6002;6.3518
3458;345.7006;4.7869
3459;345.8;5.7475
3460;345.9012;6.4986
3461;346.0016;12.441
3462;346.1012;14.9096
3463;346.2004;12.0832
3464;346.3004;8.911
3465;346.401;9.2795
3466;346.5008;5.9344
3467;346.6011;4.535
3468;346.7004;3.7492
3469;346.801;5.4056
3470;346.9001;8.4268
3471;347.0002;10.1446
3472;347.101;6.9526
3473;347.2018;0.4814
3474;347.3019;0.3842
3475;347.4;0.3486
3476;347.5004;0.2856
3477;347.6011;0.281
3478;347.7005;0.1947
3479;347.8012;0.1481
3480;347.9;0.1204
3481;348.0003;0.1698
3482;348.1;0.3218
3483;348.2016;0.4496
3484;348.3016;1.3978
3485;348.4005;3.2661
3486;348.5016;0.2236
3487;348.6001;0.1951
3488;348.7004;0.156
3489;348.8013;0.1416
3490;348.9012;0.126
3491;349.0018;0.1196
3492;349.1016;0.3308
3493;349.2008;0.4125
3494;349.302;0.3515
3495;349.4003;0.3226
3496;349.501;13.9116
3497;349.6008;10.9121
3498;349.701;4.9287
3499;349.8001;3.8669
3500;349.9009;3.566
3501;350.0018;2.5625
3502;350.1003;3.4318
3503;350.2003;8.4845
3504;350.3013;12.1632
3505;350.4009;8.6938
3506;350.5007;1.6648
3507;350.6015;4.5003
3508;350.7017;0.4347
3509;350.801;2.5531
3510;350.9017;1.2175
3511;351.0012;2.2338
3512;351.1011;3.0556
3513;351.2009;4.9271
3514;351.3014;1.3734
3515;351.4006;11.3304
3516;351.5001;3.6458
3517;351.6015;3.5792
3518;351.7009;3.8486
3519;351.8007;2.2412
3520;351.9003;1.2136
3521;352.0004;0.5531
3522;352.1006;3.3947
3523;352.2012;3.4246
3524;352.3008;0.7593
3525;352.4007;3.1353
3526;352.5015;8.4363
3527;352.6001;9.1232
3528;352.7002;6.7522
3529;352.8007;2.3859
3530;352.9009;4.7158
3531;353.0013;7.072
3532;353.1012;6.0394
3533;353.201;5.7527
3534;353.3014;7.1799
3535;353.4019;6.941
3536;353.5002;6.3571
3537;353.6012;3.5677
3538;353.7;0.5953
3539;353.8011;0.7199
3540;353.9001;0.5021
3541;354.0005;0.3477
3542;354.1;2.8453
3543;354.2013;6.2609
3544;354.3008;5.5132
3545;354.4004;4.7673
3546;354.5018;0.3287
3547;354.6009;0.3255
3548;354.7009;0.1559
3549;354.8017;0.1271
3550;354.9017;0.1326
3551;355.0004;0.1199
3552;355.1;0.1044
3553;355.201;0.1267
3554;355.3017;0.1305
3555;355.4018;0.1267
3556;355.5012;0.1146
3557;355.6015;0.1142
3558;355.7019;0.1473
3559;355.801;0.5347
3560;355.9008;0.1513
3561;356.0003;0.1325
3562;356.1002;0.0316
3563;356.2014;-0.2843
3564;356.3008;0.0628
3565;356.4012;2.5367
3566;356.5012;0.1354
3567;356.6009;0.1333
3568;356.7017;0.1812
3569;356.8031;0.2011
3570;356.9;0.1183
3571;357.0016;0.112
3572;357.1009;0.1082
3573;357.2;0.1005
3574;357.3013;0.0704
3575;357.4011;7.3332
3576;357.5011;11.7669
3577;357.6008;16.9571
3578;357.7003;6.3212
3579;357.8016;4.5973
3580;357.9004;3.6886
3581;358.0001;2.0753
3582;358.1009;0.3311
3583;358.2006;0.2627
3584;358.3012;0.3021
3585;358.4007;0.3385
3586;358.5018;0.255
3587;358.6015;0.279
3588;358.7014;0.3616
3589;358.8008;0.2846
3590;358.9005;0.2779
3591;359.0003;0.5334
3592;359.0999;0.2605
3593;359.2016;0.3033
3594;359.3005;0.1969
3595;359.4004;0.2705
3596;359.5002;0.3725
3597;359.601;0.2857
3598;359.7002;0.3268
3599;359.8017;0.2737
3600;359.9001;0.2846
3601;360.0013;0.349
3602;360.1001;0.2737
3603;360.2003;0.255
3604;360.3019;0.284
3605;360.4008;0.3101
3606;360.5006;0.3372
3607;360.6012;0.284
3608;360.7004;0.2998
3609;360.8015;0.2619
3610;360.9013;0.269
3611;361.0017;0.33
3612;361.1013;0.2597
3613;361.2016;0.3302
3614;361.3017;0.3199
3615;361.4005;0.2886
3616;361.5005;0.2798
3617;361.6004;0.2677
3618;361.701;0.3555
3619;361.8014;0.3065
3620;361.9004;0.3317
3621;362.001;0.3127
3622;362.1019;0.3562
3623;362.2015;0.3665
3624;362.3011;0.3614
3625;362.4009;0.3175
3626;362.5;0.3776
3627;362.6013;0.3079
3628;362.7017;0.328
3629;362.8014;0.31
3630;362.9012;0.299
3631;363.0017;0.235
3632;363.101;0.2634
3633;363.201;0.2019
3634;363.3003;0.2093
3635;363.4016;0.2454
3636;363.5;0.2652
3637;363.6002;0.2284
3638;363.7012;0.2759
3639;363.8007;0.2925
3640;363.9014;0.3826
3641;364.0002;0.269
3642;364.1002;0.2544
3643;364.2002;0.2849
3644;364.3013;0.2643
3645;364.4003;0.2592
3646;364.5012;0.2634
3647;364.6015;0.2802
3648;364.7015;0.2808
3649;364.8015;0.2957
3650;364.9002;0.2674
3651;365.0005;0.285
3652;365.101;0.2772
3653;365.2007;0.272
3654;365.3014;0.2728
3655;365.4018;0.2802
3656;365.502;0.2729
3657;365.6013;0.2995
3658;365.702;0.2637
3659;365.8004;0.4009
3660;365.9006;0.3335
3661;366.0019;0.278
3662;366.1003;0.2718
3663;366.2011;0.2836
3664;366.3014;0.293
3665;366.4001;0.2761
3666;366.5008;0.2905
3667;366.6017;0.3174
3668;366.7007;0.2868
3669;366.8007;0.2678
3670;366.9018;0.2959
3671;367.0008;0.2679
3672;367.101;0.2874
3673;367.2005;0.2855
3674;367.301;0.3595
3675;367.4003;0.2872
3676;367.5012;0.2695
3677;367.6017;0.3266
3678;367.7016;0.2919
3679;367.8001;0.2683
3680;367.9013;0.2874
3681;368.0002;0.2828
3682;368.1013;0.3695
3683;368.2011;0.2852
3684;368.301;0.3921
3685;368.4011;3.222
3686;368.5018;5.8311
3687;368.6008;6.0778
3688;368.7004;1.8952
3689;368.8019;0.7148
3690;368.9007;0.3064
3691;369.0005;0.2616
3692;369.1005;0.1936
3693;369.2011;0.183
3694;369.3017;0.2538
3695;369.4018;0.3134
3696;369.5019;0.189
3697;369.6006;0.2078
3698;369.7;0.9551
3699;369.8001;1.749
3700;369.9012;3.2421
3701;370.0009;8.074
3702;370.1015;10.1313
3703;370.2017;13.63
3704;370.3012;14.0451
3705;370.4003;4.6321
3706;370.5019;0.2327
3707;370.6009;16.8423
3708;370.7018;5.5462
3709;370.8015;7.1293
3710;370.9014;10.0046
3711;371.0012;5.9129
3712;371.1007;6.3917
3713;371.2004;8.7172
3714;371.3016;4.491
3715;371.4015;0.3695
3716;371.5012;0.3219
3717;371.6005;0.2856
3718;371.7015;0.2529
3719;371.8005;0.2222
3720;371.9017;3.3947
3721;372.0015;5.5288
3722;372.1017;9.1319
3723;372.2004;7.478
3724;372.3004;3.2418
3725;372.4008;2.2378
3726;372.5012;1.7396
3727;372.6001;1.9602
3728;372.7011;3.0153
3729;372.8016;5.4675
3730;372.9006;8.5393
3731;373.0006;9.6599
3732;373.1007;6.616
3733;373.201;6.2994
3734;373.3014;4.4765
3735;373.4015;2.3235
3736;373.5024;2.516
3737;373.6014;7.9042
3738;373.7016;7.6226
3739;373.8004;9.5578
3740;373.9015;3.1958
3741;374.0002;2.6032
3742;374.1;6.2555
3743;374.2007;4.5041
3744;374.3004;3.4079
3745;374.4015;4.7583
3746;374.5015;5.3093
3747;374.6016;5.516
3748;374.702;7.1433
3749;374.8;7.2515
3750;374.9013;9.3559
3751;375.0009;6.8141
3752;375.1018;4.6672
3753;375.2013;4.6767
3754;375.3007;4.4569
3755;375.4019;3.8353
3756;375.5;4.1443
3757;375.601;5.0357
3758;375.7005;7.1978
3759;375.8026;8.7572
3760;375.9011;6.0656
3761;376.0005;5.1927
3762;376.1003;0.4709
3763;376.2012;2.0527
3764;376.3016;3.1136
3765;376.4001;3.4919
3766;376.5004;6.937
3767;376.6015;6.1708
3768;376.7013;5.7657
3769;376.8001;3.7452
3770;376.9012;0.3503
3771;377.0007;0.2224
3772;377.1013;0.2616
3773;377.2012;4.4673
3774;377.301;5.1183
3775;377.4008;6.7744
3776;377.5009;2.7789
3777;377.6006;3.2395
3778;377.7009;0.3846
3779;377.8019;0.3497
3780;377.9008;3.5727
3781;378.001;2.6201
3782;378.1018;5.271
3783;378.2015;4.8913
3784;378.3018;2.6556
3785;378.4014;4.0905
3786;378.5016;1.8638
3787;378.6011;1.8031
3788;378.7017;2.0697
3789;378.8017;0.2429
3790;378.9015;6.4366
3791;379.0003;5.9942
3792;379.1013;5.9046
3793;379.201;4.5439
3794;379.3001;3.7936
3795;379.4011;4.3026
3796;379.5009;3.8441
3797;379.6014;2.9045
3798;379.7008;4.5268
3799;379.8018;6.2039
3800;379.9009;6.0192
3801;380.0006;4.4869
3802;380.1007;3.7971
3803;380.2013;1.5142
3804;380.301;4.4559
3805;380.4008;2.4785
3806;380.5001;0.3965
3807;380.6011;1.9328
3808;380.7013;1.7207
3809;380.8008;1.731
3810;380.9013;2.721
3811;381.0009;0.4743
3812;381.1007;4.4465
3813;381.2012;1.7252
3814;381.3013;0.2316
3815;381.4016;0.9145
3816;381.5004;0.8615
3817;381.6012;0.0776
3818;381.7019;0.0406
3819;381.8013;0.0534
3820;381.9009;0.0945
3821;382.0017;0.4319
3822;382.1014;0.2693
3823;382.2008;0.2502
3824;382.3005;0.0958
3825;382.4006;0.0691
3826;382.5004;0.0645
3827;382.6007;0.0627
3828;382.7008;0.2202
3829;382.8013;0.1841
3830;382.9012;0.1816
3831;383.0013;0.2166
3832;383.1005;0.1862
3833;383.2009;0.2012
3834;383.3011;0.1809
3835;383.4004;0.1771
3836;383.5002;1.5929
3837;383.6015;5.0298
3838;383.7013;8.0599
3839;383.8011;11.0713
3840;383.9012;8.6738
3841;384.0003;2.5119
3842;384.1006;1.1007
3843;384.2007;16.5406
3844;384.3008;5.4132
3845;384.4012;13.8777
3846;384.5009;10.1019
3847;384.6008;1.9201
3848;384.7012;0.9293
3849;384.8004;0.6965
3850;384.9012;0.71
3851;385.0011;0.7872
3852;385.1017;0.6767
3853;385.2001;0.7882
3854;385.3009;0.6587
3855;385.4011;0.6707
3856;385.5003;0.7323
3857;385.6008;0.6764
3858;385.7004;0.6847
3859;385.8002;0.6836
3860;385.9008;0.7401
3861;386.0007;0.7407
3862;386.1013;0.6722
3863;386.2011;0.7424
3864;386.3002;0.6926
3865;386.4001;0.7865
3866;386.5009;0.7808
3867;386.6011;0.6732
3868;386.7007;0.758
3869;386.8013;0.7211
3870;386.9009;0.7732
3871;387.001;0.7278
3872;387.0999;0.7921
3873;387.2001;0.7785
3874;387.3018;0.645
3875;387.3999;0.7148
3876;387.5009;0.6677
3877;387.6012;0.6228
3878;387.7;0.6403
3879;387.8008;0.617
3880;387.9007;0.6561
3881;388.0;0.7432
3882;388.1015;0.638
3883;388.2003;0.7024
3884;388.3007;0.7965
3885;388.4019;0.6628
3886;388.5002;0.2356
3887;388.6017;1.0498
3888;388.7001;0.2402
3889;388.8012;0.355
3890;388.9004;0.2283
3891;389.0006;0.2297
3892;389.1011;0.2784
3893;389.2007;0.28
3894;389.3001;3.1421
3895;389.4006;3.6917
3896;389.5012;5.3768
3897;389.6;5.5941
3898;389.7005;1.3703
3899;389.8019;1.0667
3900;389.9018;0.6545
3901;390.0005;0.2134
3902;390.1003;0.3034
3903;390.2012;1.3638
3904;390.3014;5.2137
3905;390.4002;7.6574
3906;390.5014;9.4155
3907;390.6007;16.5743
3908;390.7018;4.242
3909;390.8009;5.5152
3910;390.9003;6.7418
3911;391.0002;8.3868
3912;391.1006;16.2229
3913;391.2017;10.8344
3914;391.3007;3.9322
3915;391.4018;4.9995
3916;391.5016;3.0819
3917;391.6002;7.0483
3918;391.7003;8.0351
3919;391.8014;0.477
3920;391.9013;4.505
3921;392.0017;5.453
3922;392.1014;7.3843
3923;392.2003;5.7315
3924;392.3004;5.0984
3925;392.4019;3.3825
3926;392.5001;3.5556
3927;392.6016;0.9172
3928;392.7002;1.9211
3929;392.8015;0.869
3930;392.9012;0.1632
3931;393.0016;0.2197
3932;393.1005;4.338
3933;393.2017;6.7278
3934;393.3018;10.8177
3935;393.4017;11.6674
3936;393.5018;11.011
3937;393.6016;6.9458
3938;393.7017;4.7237
3939;393.8013;2.9947
3940;393.9016;5.5723
3941;394.0003;0.7516
3942;394.1015;0.5092
3943;394.2013;0.551
3944;394.3013;0.5841
3945;394.4015;0.4341
3946;394.5008;0.2888
3947;394.6001;0.2835
3948;394.7;0.3007
3949;394.8018;10.0954
3950;394.9018;10.597
3951;395.0015;4.8098
3952;395.1014;3.2854
3953;395.2015;0.2958
3954;395.3006;0.3396
3955;395.4018;0.26
3956;395.501;0.6596
3957;395.6018;1.7399
3958;395.7012;7.8688
3959;395.8017;6.3831
3960;395.9012;4.3443
3961;396.0014;2.4775
3962;396.1005;3.8191
3963;396.2017;0.35
3964;396.3014;0.4314
3965;396.4009;5.5467
3966;396.5005;6.1839
3967;396.6018;5.828
3968;396.7011;4.0249
3969;396.8009;4.4202
3970;396.9011;3.235
3971;397.0016;8.2582
3972;397.1012;16.2961
3973;397.2;19.653
3974;397.3017;6.6976
3975;397.4013;3.7647
3976;397.5012;3.2637
3977;397.6005;4.3356
3978;397.7013;5.5871
3979;397.8018;7.8656
3980;397.9015;5.4682
3981;398.0009;6.9308
3982;398.1003;8.9543
3983;398.2011;12.2905
3984;398.3008;8.7089
3985;398.4012;4.2733
3986;398.501;1.592
3987;398.6013;12.2818
3988;398.701;18.5439
3989;398.8012;14.9064
3990;398.9015;3.3021
3991;399.0005;1.1574
3992;399.1009;16.2748
3993;399.2012;7.0337
3994;399.3005;0.9117
3995;399.4012;0.8338
3996;399.5006;4.0599
3997;399.6006;1.7769
3998;399.7009;2.1282
3999;399.8015;1.92
4000;399.9011;2.584
4001;400.0016;3.513
4002;400.1004;3.3961
4003;400.2003;6.3506
4004;400.3016;2.9776
4005;400.4015;1.9243
4006;400.5006;2.239
4007;400.6015;5.9544
4008;400.7001;5.2115
4009;400.8004;2.3019
4010;400.9011;0.1377
4011;401.0019;0.2012
4012;401.1016;3.7751
4013;401.201;10.5128
4014;401.3;14.6822
4015;401.4001;14.1314
4016;401.5014;5.4237
4017;401.601;0.6549
4018;401.7;15.3118
4019;401.8007;20.9558
4020;401.9012;6.5707
4021;402.0005;1.4981
4022;402.1005;2.1359
4023;402.2001;0.7556
4024;402.3007;1.4125
4025;402.4012;1.4457
4026;402.5006;1.5011
4027;402.6;0.3201
4028;402.7018;0.7468
4029;402.8001;0.3553
4030;402.9009;0.2846
4031;403.0007;0.2784
4032;403.1014;3.8147
4033;403.2004;7.8535
4034;403.3018;13.1228
4035;403.4002;14.7379
4036;403.5011;16.167
4037;403.6001;20.1387
4038;403.7007;23.3796
4039;403.8016;24.5123
4040;403.9004;12.6014
4041;404.0007;5.179
4042;404.1016;3.1648
4043;404.2002;1.7314
4044;404.3017;0.7398
4045;404.4;0.1442
4046;404.5;0.139
4047;404.6013;0.1419
4048;404.7015;0.1612
4049;404.8005;0.1591
4050;404.9019;0.1432
4051;405.0005;0.2413
4052;405.1008;0.2309
4053;405.2005;0.2309
4054;405.3002;0.2358
4055;405.4017;0.2474
4056;405.5002;0.1886
4057;405.6004;0.2042
4058;405.7016;0.1814
4059;405.8019;0.187
4060;405.9004;0.1863
4061;406.0005;0.1918
4062;406.101;0.1956
4063;406.202;0.1931
4064;406.3018;0.1924
4065;406.401;0.19
4066;406.5014;0.1889
4067;406.6003;0.1911
4068;406.7016;0.1881
4069;406.8009;0.1821
4070;406.9001;0.1766
4071;407.002;0.1826
4072;407.1016;0.1837
4073;407.2004;0.1879
4074;407.3004;0.1863
4075;407.4002;0.1976
4076;407.5017;0.1857
4077;407.6017;0.1881
4078;407.7001;0.1898
4079;407.8;0.1886
4080;407.9018;0.188
4081;408.0018;0.2049
4082;408.1013;0.2112
4083;408.2;0.2141
4084;408.302;0.2123
4085;408.4001;0.2193
4086;408.5013;0.2219
4087;408.6;0.221
4088;408.7019;0.2026
4089;408.8;0.2124
4090;408.9019;0.2118
4091;409.0017;0.2074
4092;409.0999;0.2166
4093;409.2013;0.2077
4094;409.3015;0.2148
4095;409.401;0.2027
4096;409.5016;0.1972
4097;409.601;0.2054
4098;409.7015;0.2026
4099;409.8016;0.2385
4100;409.9013;0.1943
4101;410.0008;0.1692
4102;410.1005;0.1627
4103;410.2018;0.2298
4104;410.3016;0.1972
4105;410.4015;0.1732
4106;410.5014;0.1693
4107;410.601;0.1946
4108;410.7012;0.1499
4109;410.8001;0.1805
4110;410.9006;0.1854
4111;411.0017;0.1957
4112;411.1016;0.1854
4113;411.2002;0.1521
4114;411.3014;1.3083
4115;411.4012;0.5012
4116;411.5004;0.5491
4117;411.6008;0.2344
4118;411.7008;0.2235
4119;411.8011;0.2731
4120;411.9003;0.3736
4121;412.0016;0.2753
4122;412.1003;0.2672
4123;412.2009;0.3451
4124;412.3013;0.1846
4125;412.4006;0.1735
4126;412.5004;0.1931
4127;412.601;1.923
4128;412.7008;2.8477
4129;412.8016;3.7965
4130;412.9009;5.1523
4131;413.0009;6.0771
4132;413.1013;2.6462
4133;413.2007;1.4165
4134;413.301;1.5824
4135;413.4002;1.2888
4136;413.5009;1.3671
4137;413.6011;0.7127
4138;413.7009;0.4003
4139;413.8004;4.3853
4140;413.901;8.4587
4141;414.0011;13.4021
4142;414.1013;15.1895
4143;414.201;15.3745
4144;414.3011;13.417
4145;414.4011;7.6532
4146;414.5018;3.7055
4147;414.601;1.845
4148;414.7012;1.2854
4149;414.8008;1.4475
4150;414.9004;1.2385
4151;415.0007;1.3783
4152;415.1016;1.2364
4153;415.2;1.1664
4154;415.301;1.1597
4155;415.401;5.4652
4156;415.5009;12.326
4157;415.6004;16.9958
4158;415.7014;18.7046
4159;415.8;17.683
4160;415.9008;11.2717
4161;416.001;3.2309
4162;416.1015;0.9641
4163;416.2014;0.6267
4164;416.3002;0.7181
4165;416.4;0.6693
4166;416.5011;0.7679
4167;416.601;0.7878
4168;416.701;0.7838
4169;416.8012;0.7847
4170;416.9013;0.8173
4171;417.0004;0.7903
4172;417.1015;0.7876
4173;417.2002;0.8047
4174;417.3018;1.0687
4175;417.4007;5.2248
4176;417.5017;14.8636
4177;417.6015;22.76
4178;417.7015;28.5778
4179;417.8009;34.083
4180;417.9016;37.8606
4181;418.0003;39.3998
4182;418.1;39.8341
4183;418.2018;40.7803
4184;418.3015;42.2576
4185;418.4002;43.4277
4186;418.5;43.3781
4187;418.6008;31.7909
4188;418.7013;11.2031
4189;418.8;2.0636
4190;418.9007;1.26
4191;419.0007;1.17
4192;419.1;1.0238
4193;419.2014;1.0336
4194;419.3004;0.9711
4195;419.4009;0.9865
4196;419.5;1.0317
4197;419.6006;1.0497
4198;419.7002;1.0627
4199;419.8007;1.0891
4200;419.9009;1.0509
4201;420.0005;0.8421
4202;420.1019;1.0532
4203;420.2;0.995
4204;420.3016;0.9801
4205;420.4006;0.8956
4206;420.5016;0.9512
4207;420.6003;0.9578
4208;420.7001;0.9553
4209;420.8022;0.9232
4210;420.9029;0.923
4211;421.0003;0.9606
4212;421.1008;0.9688
4213;421.2017;0.8714
4214;421.3;0.9733
4215;421.4003;0.9738
4216;421.502;0.9551
4217;421.6002;0.95
4218;421.7005;1.0264
4219;421.8015;0.9357
4220;421.9;0.9855
4221;422.0008;1.2994
4222;422.1003;1.0602
4223;422.2006;1.1752
4224;422.3018;0.6463
4225;422.4002;0.7
4226;422.5001;0.7287
4227;422.6002;0.4053
4228;422.7002;0.2629
4229;422.8019;0.6012
4230;422.9003;0.6041
4231;423.0001;0.1963
4232;423.1001;0.2596
4233;423.2014;0.1772
4234;423.3;0.1718
4235;423.4;0.2451
4236;423.5007;1.6178
4237;423.6018;4.5666
4238;423.7019;6.9824
4239;423.8;7.907
4240;423.9015;8.0215
4241;424.0017;8.7864
4242;424.1001;11.4482
4243;424.2019;4.0045
4244;424.3019;1.8538
4245;424.4;0.9994
4246;424.5009;0.2319
4247;424.6016;0.2283
4248;424.7017;0.3109
4249;424.8013;4.046
4250;424.9013;2.3775
4251;425.0006;0.3041
4252;425.1;0.4789
4253;425.2007;2.9692
4254;425.3016;3.5662
4255;425.4018;4.0255
4256;425.5017;3.6457
4257;425.6003;2.6283
4258;425.7018;5.0578
4259;425.8017;6.8644
4260;425.9018;10.1688
4261;426.0012;5.174
4262;426.1013;1.7254
4263;426.2015;4.0515
4264;426.3004;5.1641
4265;426.4012;6.0998
4266;426.5009;4.6881
4267;426.6011;5.2152
4268;426.7018;7.8196
4269;426.8012;5.9109
4270;426.901;4.2715
4271;427.001;1.2332
4272;427.1013;2.1542
4273;427.2014;6.4808
4274;427.301;7.3283
4275;427.4003;3.4803
4276;427.5012;0.657
4277;427.6008;1.9446
4278;427.7009;0.3168
4279;427.8;4.3344
4280;427.9007;8.5384
4281;428.0016;11.0172
4282;428.1001;12.0458
4283;428.2005;2.6095
4284;428.3019;1.4571
4285;428.4012;1.0128
4286;428.5004;0.1471
4287;428.6015;0.1675
4288;428.7018;9.1591
4289;428.8009;13.2008
4290;428.9015;12.0553
4291;429.0011;6.7031
4292;429.1008;0.1489
4293;429.2013;0.1731
4294;429.3009;0.1488
4295;429.4017;0.1662
